DATA/HORA           | TIPO     | ATIVO  | LADO |   VOLUME |  PREÇO |     P&L R$    |   %    | MOTIVO
---------------------------------------------------------------------------------------------------------
2025-12-29 10:30:06 | ENTRADA  | ITUB4  | BUY  | Vol:   10000 | Price:  39.07 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:06 | ENTRADA  | UGPA3  | BUY  | Vol:   10000 | Price:  20.78 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:07 | ENTRADA  | SUZB3  | BUY  | Vol:    5000 | Price:  51.76 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:07 | ENTRADA  | WEGE3  | BUY  | Vol:   10000 | Price:  48.55 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:08 | ENTRADA  | CEAB3  | SELL | Vol:   20000 | Price:  12.56 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:08 | ENTRADA  | BBDC4  | SELL | Vol:   20000 | Price:  18.29 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:25 | ENTRADA  | CSNA3  | BUY  | Vol:   20000 | Price:   9.19 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:30:56 | ENTRADA  | BBDC3  | BUY  | Vol:   20000 | Price:  15.78 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:37:59 | ENTRADA  | AURA33 | SELL | Vol:    5000 | Price:  96.81 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:47:02 | ENTRADA  | BPAN4  | SELL | Vol:   20000 | Price:  11.14 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:47:12 | ENTRADA  | SUZB3  | BUY  | Vol:    5000 | Price:  51.52 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:48:08 | ENTRADA  | CURY3  | SELL | Vol:   10000 | Price:  31.57 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:37 | ENTRADA  | CSNA3  | BUY  | Vol:   20000 | Price:   9.16 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:37 | ENTRADA  | ITUB4  | BUY  | Vol:   10000 | Price:  39.15 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:38 | ENTRADA  | BBDC3  | BUY  | Vol:   20000 | Price:  15.78 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:38 | ENTRADA  | UGPA3  | BUY  | Vol:   10000 | Price:  20.78 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:39 | ENTRADA  | SUZB3  | BUY  | Vol:    5000 | Price:  51.47 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:40 | ENTRADA  | WEGE3  | BUY  | Vol:   10000 | Price:  48.46 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:41 | ENTRADA  | BBDC4  | SELL | Vol:   20000 | Price:  18.32 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 10:58:59 | ENTRADA  | CEAB3  | SELL | Vol:   20000 | Price:  12.59 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 11:00:53 | ENTRADA  | CURY3  | SELL | Vol:   10000 | Price:  31.54 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 11:11:56 | ENTRADA  | BPAN4  | SELL | Vol:   20000 | Price:  11.16 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 11:24:27 | ENTRADA  | CSNA3  | BUY  | Vol:   20000 | Price:   9.09 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 11:36:56 | ENTRADA  | BBDC4  | BUY  | Vol:   20000 | Price:  18.43 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 11:48:14 | ENTRADA  | BBDC3  | BUY  | Vol:   20000 | Price:  15.90 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 11:58:23 | ENTRADA  | CSNA3  | SELL | Vol:   20000 | Price:   9.02 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:06:40 | ENTRADA  | ITUB4  | BUY  | Vol:   10000 | Price:  39.12 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:06:41 | ENTRADA  | BBDC3  | BUY  | Vol:   20000 | Price:  15.84 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:06:41 | ENTRADA  | UGPA3  | BUY  | Vol:   10000 | Price:  20.86 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:06:49 | ENTRADA  | WEGE3  | BUY  | Vol:   10000 | Price:  48.49 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:06:51 | ENTRADA  | BBDC4  | BUY  | Vol:   20000 | Price:  18.41 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:06:53 | ENTRADA  | CSNA3  | SELL | Vol:   20000 | Price:   9.02 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:07:01 | ENTRADA  | CEAB3  | SELL | Vol:   20000 | Price:  12.59 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:07:01 | ENTRADA  | BPAN4  | SELL | Vol:   20000 | Price:  11.17 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 12:07:26 | ENTRADA  | SUZB3  | SELL | Vol:    5000 | Price:  51.55 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 14:08:30 | ENTRADA  | ITUB4  | BUY  | Vol:   10000 | Price:  39.03 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
2025-12-29 14:21:47 | ENTRADA  | CURY3  | SELL | Vol:   10000 | Price:  31.34 | P&L:    +0.00 R$ (+0.00%) | Motivo: Abertura de Posição
