symbol,data_source,setor,subsetor,avg_volume,avg_close,last_close,d1_bars,avg_fin_volume,volatility_ann,corr_ibov,abs_corr_ibov,market_cap,score_liquidity,score_volatility,score_market_cap,score_corr_diversification,score_total,rank_total,tier
MOVI3,mt5,INDUSTRIAL,,8275.9,9.783000000000001,10.59,250,80963.1297,0.5872090042867392,0.5994983921335048,0.5994983921335048,3266070272.0,0.7636363636363637,0.10909090909090909,0.7818181818181819,0.6545454545454545,0.6154545454545455,13,B
TEND3,mt5,CONSUMO CÍCLICO,,8786.2,24.061500000000002,23.76,250,211409.15130000003,0.4703186308610854,0.6333702924751603,0.6333702924751603,2769006336.0,0.6,0.2,0.8545454545454545,0.7454545454545455,0.6127272727272728,14,B
NEOE3,mt5,ENERGIA,,1788.45,31.690499999999997,32.06,250,56676.874724999994,0.22431093321668236,0.32455911333186344,0.32455911333186344,38877925376.0,0.8909090909090909,0.7454545454545455,0.41818181818181815,0.23636363636363636,0.6127272727272727,15,B
ITSA4,mt5,FINANCEIRO,,21504.8,11.7405,12.18,250,252477.1044,0.1966993188207095,0.8554355830247773,0.8554355830247773,134872498176.0,0.5272727272727272,0.9090909090909091,0.14545454545454545,0.9818181818181818,0.5990909090909091,16,B
MRVE3,mt5,CONSUMO CÍCLICO,,11249.3,7.932,7.78,250,89229.4476,0.42766062200842647,0.5006590865150476,0.5006590865150476,4209933568.0,0.7272727272727273,0.2727272727272727,0.7636363636363637,0.4909090909090909,0.5981818181818181,17,B
MULT3,mt5,IMOBILIÁRIO,,15958.55,27.674500000000002,29.45,250,441644.89197500004,0.24363547531556587,0.803115315476122,0.803115315476122,14239464448.0,0.38181818181818183,0.6727272727272727,0.5272727272727272,0.9272727272727272,0.5854545454545454,18,B
RAIZ4,mt5,CONSUMO NÃO CÍCLICO,,10894.8,0.8255000000000001,0.86,250,8993.6574,0.5262797637126254,0.3698341218000795,0.3698341218000795,8481354752.0,0.9818181818181818,0.14545454545454545,0.6,0.3090909090909091,0.5845454545454545,19,B
BEEF3,mt5,CONSUMO NÃO CÍCLICO,,12295.65,5.507,5.44,250,67712.14455,0.3901486528687657,0.24777710649902837,0.24777710649902837,5439456768.0,0.8181818181818182,0.34545454545454546,0.7454545454545455,0.14545454545454545,0.5709090909090909,20,B
ONCO3,mt5,SAÚDE,,4661.65,2.6255,2.35,250,12239.162075,0.9699189906209246,0.03699057304239019,0.03699057304239019,2415317248.0,0.9636363636363636,0.03636363636363636,0.8727272727272727,0.01818181818181818,0.5663636363636363,21,B
USIM5,mt5,MATERIAIS BÁSICOS,,9833.8,6.211,6.59,250,61077.7318,0.39071456310174785,0.33711409039475965,0.33711409039475965,7902652416.0,0.8363636363636363,0.32727272727272727,0.6181818181818182,0.2545454545454545,0.5636363636363636,22,B
LREN3,mt5,CONSUMO CÍCLICO,,23680.15,13.4665,13.51,250,318888.73997500003,0.36318340080298694,0.6372665915113427,0.6372665915113427,13092715520.0,0.509090909090909,0.4,0.5454545454545454,0.7636363636363637,0.5472727272727272,23,B
DESK3,mt5,TECNOLOGIA,,3983.2,17.079500000000003,17.86,250,68031.0644,0.6366150615355363,0.16198641963960997,0.16198641963960997,2063968640.0,0.8,0.07272727272727272,0.9090909090909091,0.09090909090909091,0.5399999999999999,24,B
MGLU3,mt5,CONSUMO CÍCLICO,,15674.55,8.8595,8.74,250,138868.675725,0.5571013938128303,0.54456086580329,0.54456086580329,6881353728.0,0.6363636363636364,0.12727272727272726,0.6727272727272727,0.6,0.5363636363636364,25,B
ENEV3,mt5,ENERGIA,,17611.4,20.302500000000002,20.9,250,357555.44850000006,0.24590499672757524,0.6411394246550437,0.6411394246550437,39465570304.0,0.41818181818181815,0.6545454545454545,0.4,0.7818181818181819,0.5336363636363636,26,C
CYRE3,mt5,CONSUMO CÍCLICO,,17737.0,25.073,24.95,250,444719.80100000004,0.33474525930223953,0.7247709490549927,0.7247709490549927,9047880704.0,0.36363636363636365,0.43636363636363634,0.5818181818181818,0.8363636363636363,0.5272727272727272,27,C
EQTL3,mt5,ENERGIA,,20679.55,38.4055,37.75,250,794208.4575250001,0.22173657044312492,0.817097851068095,0.817097851068095,47108534272.0,0.23636363636363636,0.7636363636363637,0.32727272727272727,0.9636363636363636,0.51,28,C
RAIL3,mt5,INDUSTRIAL,,14584.0,14.6405,13.73,250,213517.052,0.3480523675565953,0.46645505164817647,0.46645505164817647,25238691840.0,0.5818181818181818,0.41818181818181815,0.509090909090909,0.4727272727272727,0.509090909090909,29,C
VBBR3,mt5,ENERGIA,,17817.95,25.357000000000003,25.96,250,451809.75815000007,0.25523327806973445,0.6328859876490274,0.6328859876490274,30564724736.0,0.34545454545454546,0.6363636363636364,0.45454545454545453,0.7272727272727273,0.5072727272727273,30,C
GGBR4,mt5,MATERIAIS BÁSICOS,,15838.75,20.915499999999998,22.28,250,331275.375625,0.2195128702649207,0.4386512813767289,0.4386512813767289,43532173312.0,0.4909090909090909,0.7818181818181819,0.36363636363636365,0.43636363636363634,0.5063636363636363,31,C
CSNA3,mt5,MATERIAIS BÁSICOS,,12266.85,9.497,9.95,250,116498.27445,0.4152165659394532,0.3865155098491943,0.3865155098491943,12611153920.0,0.6727272727272727,0.2909090909090909,0.5636363636363636,0.32727272727272727,0.5,32,C
BBSE3,mt5,SEGUROS,,11813.65,35.3515,34.91,250,417630.247975,0.1532896315643996,0.4270386794176928,0.4270386794176928,68175462400.0,0.4,1.0,0.2727272727272727,0.38181818181818183,0.4845454545454545,33,C
VIVT3,mt5,COMUNICAÇÕES,,10708.3,32.919000000000004,32.71,250,352506.52770000004,0.21559613920074364,0.5285535671410724,0.5285535671410724,103761338368.0,0.43636363636363634,0.8,0.2,0.5818181818181818,0.4790909090909091,34,C
TIMS3,mt5,COMUNICAÇÕES,,15940.25,21.928,23.15,250,349537.802,0.20838919569682463,0.41481586592251674,0.41481586592251674,54652731392.0,0.45454545454545453,0.8363636363636363,0.3090909090909091,0.34545454545454546,0.4727272727272727,35,C
KLBN11,mt5,MATERIAIS BÁSICOS,,11013.8,18.567,18.73,250,204493.2246,0.18945372521943238,0.221533123834728,0.221533123834728,132243808256.0,0.6181818181818182,0.9454545454545454,0.16363636363636364,0.12727272727272726,0.47181818181818175,36,C
B3SA3,mt5,FINANCEIRO,CORRETORAS,33282.1,13.835500000000001,15.12,250,460474.49455,0.29726555168045443,0.7661307921254287,0.7661307921254287,76726714368.0,0.32727272727272727,0.4909090909090909,0.2545454545454545,0.8727272727272727,0.4509090909090909,37,C
TOTS3,mt5,TECNOLOGIA,,11054.95,43.2665,44.0,250,478308.99417500006,0.2720103097026729,0.5015803615682356,0.5015803615682356,25321539584.0,0.2909090909090909,0.5818181818181818,0.4909090909090909,0.509090909090909,0.4427272727272727,38,C
ITUB4,mt5,FINANCEIRO,BANCOS,26744.35,39.12050000000001,39.94,250,1046252.3441750001,0.18998941259086452,0.8562278410740507,0.8562278410740507,436760641536.0,0.14545454545454545,0.9272727272727272,0.01818181818181818,1.0,0.4409090909090909,39,D
BBDC4,mt5,FINANCEIRO,BANCOS,28022.15,18.358999999999995,18.9,250,514458.65184999985,0.23302512616331544,0.7850135103673879,0.7850135103673879,200011284480.0,0.2545454545454545,0.7272727272727273,0.09090909090909091,0.8909090909090909,0.4354545454545454,40,D
ABEV3,mt5,CONSUMO NÃO CÍCLICO,,24767.9,13.6625,14.04,250,338391.43375,0.20256692728683867,0.4256381642173374,0.4256381642173374,220193013760.0,0.4727272727272727,0.8545454545454545,0.07272727272727272,0.36363636363636365,0.42727272727272725,41,D
HAPV3,mt5,SAÚDE,,14743.4,14.718,13.25,250,216993.36119999998,0.7462705647712242,0.3059854314756724,0.3059854314756724,6166688768.0,0.5454545454545454,0.05454545454545454,0.6909090909090909,0.21818181818181817,0.41818181818181815,42,D
RENT3,mt5,INDUSTRIAL,,24749.65,43.0135,41.98,250,1064569.070275,0.3185563477870126,0.7917082872640059,0.7917082872640059,42917515264.0,0.12727272727272726,0.4727272727272727,0.38181818181818183,0.9090909090909091,0.4163636363636364,43,D
BBAS3,mt5,FINANCEIRO,BANCOS,22578.65,21.696499999999997,21.46,250,489877.67972499994,0.2858455965155945,0.6455076144638412,0.6455076144638412,121988308992.0,0.2727272727272727,0.509090909090909,0.18181818181818182,0.8,0.40272727272727277,44,D
RDOR3,mt5,SAÚDE,,20461.9,41.209500000000006,40.32,250,843224.6680500002,0.27950854271455355,0.6300774811235531,0.6300774811235531,88808005632.0,0.21818181818181817,0.5272727272727272,0.21818181818181817,0.7090909090909091,0.3781818181818182,45,D
SBSP3,mt5,UTILIDADES,,16510.95,130.0855,124.27,250,2147835.186225,0.2713172944961507,0.6504687914560192,0.6504687914560192,86589136896.0,0.05454545454545454,0.6,0.23636363636363636,0.8181818181818182,0.3618181818181818,46,D
PRIO3,mt5,ENERGIA,,25507.95,40.9785,43.78,250,1045277.529075,0.23901108867789483,0.3028296082883377,0.3028296082883377,35904335872.0,0.16363636363636364,0.7090909090909091,0.43636363636363634,0.2,0.34818181818181815,47,D
BPAC11,mt5,FINANCEIRO,CORRETORAS,20119.0,53.263,55.08,250,1071598.297,0.3302677339933438,0.7605930579742672,0.7605930579742672,181809987584.0,0.10909090909090909,0.45454545454545453,0.12727272727272726,0.8545454545454545,0.3318181818181818,48,D
RADL3,mt5,SAÚDE,,20168.65,23.6235,24.75,250,476454.10327500006,0.4309464800610215,0.4349283059375325,0.4349283059375325,44733452288.0,0.3090909090909091,0.2545454545454545,0.34545454545454546,0.41818181818181815,0.32909090909090905,49,D
SUZB3,mt5,MATERIAIS BÁSICOS,,19048.65,50.784499999999994,52.35,250,967376.165925,0.214814224948936,0.0589587000333559,0.0589587000333559,63772889088.0,0.18181818181818182,0.8181818181818182,0.2909090909090909,0.05454545454545454,0.31090909090909097,50,D
PETR4,mt5,ENERGIA,,39687.25,30.494,31.79,250,1210223.0015,0.2010123965519548,0.4538822359303427,0.4538822359303427,430539309056.0,0.09090909090909091,0.8727272727272727,0.03636363636363636,0.45454545454545453,0.3063636363636364,51,D
VALE3,mt5,MATERIAIS BÁSICOS,,42986.9,73.428,78.85,250,3156442.0932,0.17789100660644067,0.3644645128181709,0.3644645128181709,336721346560.0,0.03636363636363636,0.9818181818181818,0.05454545454545454,0.2909090909090909,0.28090909090909094,52,D
AZUL4,yahoo,INDUSTRIAL,,32187600.0,505.7624994933605,1800.0,240,16279281028.692492,5934.796140613965,0.13503688752173953,0.13503688752173953,748683520.0,0.01818181818181818,0.01818181818181818,0.9636363636363636,0.07272727272727272,0.26545454545454544,53,D
WEGE3,mt5,INDUSTRIAL,,17726.45,47.773,46.44,250,846845.6958500001,0.2752506917249384,0.1817572874467302,0.1817572874467302,194344632320.0,0.2,0.5636363636363636,0.10909090909090909,0.10909090909090909,0.23181818181818184,54,D
AURA33,mt5,MATERIAIS BÁSICOS,,19063.4,94.74750000000002,109.7,250,1806209.4915000005,0.4880879902923411,0.05689552751983074,0.05689552751983074,27092271104.0,0.07272727272727272,0.18181818181818182,0.4727272727272727,0.03636363636363636,0.18727272727272726,55,D
