n_assets,n_assets_effective,total_return,sharpe,sortino,calmar,max_drawdown,final_equity,total_trades,costs_paid_proxy
5,5,-0.34806086165075933,-0.11230760397934864,-0.1167289264125951,-0.9096260096454041,0.38264172083914194,65193.91383492407,5,338.81208290466145
10,10,-0.31850944974554996,-0.13630543152893096,-0.1340904686198086,-0.9487680616530672,0.3357084440538622,68149.055025445,11,692.3261777080901
15,15,-0.25793655992107245,-0.1660676917892073,-0.15499236790503826,-0.9374181093501468,0.275156365498298,74206.34400789275,20,1119.8385383136524
20,20,-0.21307153551941815,-0.19065298240704706,-0.17196645308976774,-0.943730440139863,0.22577584282206736,78692.84644805819,20,1119.8385383136524
