Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
BPAC11,0.12,1.2622837887602942,0.9700939886709119,0.584,0.9967383634196931,4
VALE3,0.11999999999997296,0.04301123096860728,0.3908394328131987,0.711,0.6249131696054447,2
ENEV3,0.11999999999996434,0.002459591549283135,0.7615730595387211,0.503,0.9348567340074567,7
MGLU3,0.11999999999979671,0.008771964334438087,0.5749378016457143,0.506,0.7973438868621957,6
SBSP3,0.10000000000002003,0.0,1.0,0.186,38.00130284025565,6
CYRE3,0.0739015026961707,0.014857740407913683,0.7114700859871944,0.572,1.0,11
GGBR4,0.06757598167090512,0.02747879062944363,0.8985213895894454,0.543,0.983769134349193,5
PRIO3,0.06417446886826912,0.0,1.0,0.433,11.159155005975286,7
EQTL3,0.05601170590170773,0.0,1.0,0.385,7.832999389342766,3
PETR4,0.049999999999995944,0.0005392768786611073,0.9852744548334216,0.486,0.998620182060792,4
B3SA3,0.03453320096790127,-0.002432350133789429,0.7476130359772114,0.52,0.925399394459873,6
ITUB4,0.030000000000015865,0.0,1.0,0.238,8.272940038516142,5
SUZB3,0.02134491132716663,0.011430103223006891,0.9196613527075765,0.649,0.9625831874607449,5
BBDC4,0.014544541375886873,0.007524575648857054,0.7777922809394558,0.457,0.9750965194771245,8
ITSA4,0.005409300249114077,0.0,1.0,0.237,31.636233768434725,6
BBSE3,0.0014611946709406226,0.0,1.0,0.192,28.11855949130188,7
RDOR3,0.0008313617397876162,0.0,1.0,0.278,100.84549141120411,9
BBAS3,0.00021183053234903506,0.0,1.0,0.205,85.14300972392346,8
ABEV3,0.0,0.0,1.0,0.209,10.329714734292219,5
WEGE3,0.0,0.0,1.0,0.325,180.66694201462585,7
