Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
COGN3,0.0801,-0.03457397011030917,0.5313980308951044,0.377,1.0,9
MGLU3,0.0801,-0.09161274991019908,0.5909209255990419,0.471,1.0,14
RAIZ4,0.0801,0.006549243674571901,0.569337978128012,0.471,1.0,8
LWSA3,0.0801,0.0031185948902970016,0.7672686023618709,0.523,1.0,7
ONCO3,0.0801,0.2972530411698891,0.3841373241670134,0.394,1.0,20
USIM5,0.0801,-0.04933445516905979,0.5832527875600941,0.459,1.0,16
DESK3,0.0801,-0.00589414294487753,0.5694410579523528,0.505,1.0,10
ANIM3,0.0801,-0.04221520199617536,0.3980198806869913,0.487,1.0,14
YDUQ3,0.0801,-0.028454323750530787,0.6008463383019729,0.443,1.0,10
HAPV3,0.0593,-0.029504243828850855,0.7910458062797529,0.447,1.0,10
MDNE3,0.0521,-0.07778513099355584,0.774035098269005,0.355,1.0,11
BPAC11,0.0507,-0.008130890017758899,0.902366012418721,0.54,1.0,8
TEND3,0.043,-0.051468793141265914,0.696445428602045,0.424,1.0,15
CSNA3,0.0356,-0.025114092207313102,0.8154713427115057,0.38,1.0,9
MRVE3,0.0285,-0.05437290367436988,0.7831204550042703,0.331,1.0,9
LREN3,0.0094,-0.007622647859561092,0.8858362450476083,0.388,1.0,9
B3SA3,0.0002,-0.04832341018066555,0.9322584809900012,0.379,1.0,12
RDOR3,0.0,-0.040525640267982145,0.9897489701056226,0.473,1.0,9
TOTS3,0.0,0.011975581014685235,0.9957816431865532,0.494,1.0,9
CYRE3,0.0,-0.00788688422789726,0.8798675662267426,0.507,1.0,10
