n_assets,n_assets_effective,total_return,sharpe,sortino,calmar,max_drawdown,final_equity,total_trades,costs_paid_proxy
5,5,-0.2480913451855733,-0.09392547787876204,-0.10592335891667329,-0.6822996565522514,0.3636105379844554,75190.86548144267,30,2105.1521666762887
10,10,-0.23104841579098856,-0.13174958275941354,-0.13858669781692887,-0.7992124622715808,0.2890951113728703,76895.15842090115,46,3573.7390314021272
15,15,-0.18878872522783519,-0.1566235598398795,-0.16645945090087969,-0.8189408613984572,0.23052791004401924,81121.12747721648,72,4710.811369115579
20,20,-0.20929937390644626,-0.14060121088119043,-0.16005880018964513,-0.8116560463316529,0.2578670791062202,79070.06260935537,131,9869.033318151662
