Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
ITUB4,0.0835,0.0,1.0,0.431,3.6281509229768583,11
B3SA3,0.0835,-0.49060386584947346,0.682407769970722,0.456,1.0,12
BBDC4,0.0835,0.0,1.0,0.263,4.5648155228712195,11
VIVT3,0.0835,0.0,1.0,0.32,18.350755244919128,12
PETR4,0.0549,0.0,1.0,0.254,5.096502589845526,10
VALE3,0.0549,0.0,1.0,0.247,3.5556343382258073,7
PRIO3,0.0549,-0.03988516408795742,0.9496276745806537,0.306,26.326671403726625,9
AXIA3,0.0418,0.0,1.0,0.389,10.810746176870765,6
SUZB3,0.0418,0.0,1.0,0.396,8.661665759202103,7
RECV3,0.0418,0.020484554708270677,0.9969954335974206,0.612,1.0,5
ABEV3,0.0418,0.0,1.0,0.335,66.95047624183862,9
SLCE3,0.0418,0.021643519040957265,0.9767364303011983,0.607,1.0,6
WEGE3,0.0418,0.000808811466318521,0.957113309666525,0.438,1.0,5
BPAC11,0.0418,0.013949526241536836,0.9031129678210293,0.563,1.0,6
TOTS3,0.0418,0.021188400207033522,0.8747767814790186,0.497,1.0,4
USIM5,0.0418,-0.0007872944874662107,0.8030419673656378,0.504,1.0,10
RENT3,0.0418,-0.013361892071637498,0.851263700355342,0.407,1.0,10
MDNE3,0.0418,-0.009080683837088018,0.8221727004524547,0.5,1.0,11
RAIL3,0.0418,-0.016848288945838345,0.8184737970699028,0.463,1.0,11
