Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
VALE3,0.2,0.04301123096860728,0.3908394328131987,0.731,0.6251146598036726,2
BPAC11,0.2,1.2622837887602942,0.9700939886709119,0.593,0.9966505374884808,4
MGLU3,0.19999999999999402,0.008771964334438087,0.5749378016457143,0.52,0.768618377379976,6
EQTL3,0.12886141988920943,0.0,1.0,0.396,7.852840742402883,3
B3SA3,0.07849174971487412,-0.002432350133789429,0.7476130359772114,0.53,0.9214424389704706,6
GGBR4,0.05825424576625064,0.02747879062944363,0.8985213895894454,0.536,0.98108682142642,5
BBDC4,0.042901119484143185,0.007524575648857054,0.7777922809394558,0.492,0.9719847410779457,8
SUZB3,0.04008946767018417,0.011430103223006891,0.9196613527075765,0.632,0.9621724098494236,5
CYRE3,0.03095982875690278,0.014857740407913683,0.7114700859871944,0.581,1.0,11
ITSA4,0.01664199021586616,0.0,1.0,0.261,31.792456943758747,6
BBSE3,0.002714230056311623,0.0,1.0,0.215,28.18845208016411,7
ABEV3,0.0007433008842683104,0.0,1.0,0.237,10.390975434649322,5
WEGE3,0.00030438016207762485,0.0,1.0,0.325,108.76571166856098,7
RDOR3,3.826739991479624e-05,0.0,1.0,0.278,97.42531499566726,9
SBSP3,2.655132337068779e-16,0.0,1.0,0.18,38.195150215443014,6
PETR4,1.9903373088439443e-17,0.0005392768786611073,0.9852744548334216,0.461,0.9991163854420108,4
ITUB4,0.0,0.0,1.0,0.225,8.25968518630668,5
PRIO3,0.0,0.0,1.0,0.408,12.587080751535098,7
BBAS3,0.0,0.0,1.0,0.209,86.50923297283548,8
ENEV3,0.0,0.002459591549283135,0.7615730595387211,0.503,0.9368431038282842,7
