Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
VIVT3,0.2723,0.01883265935589851,0.30122322438881216,0.517,1.0,1
B3SA3,0.1452,0.0094022387083901,0.9204033255686288,0.574,1.0,4
BBAS3,0.1452,0.0,1.0,0.491,31.668375677767937,4
ABEV3,0.0726,0.01529789517900432,0.37881887881894866,0.687,1.0,1
AXIA3,0.0726,0.020864490343295537,0.452768886,0.593,1.0,2
SUZB3,0.0726,0.016704581968946888,0.3634983131511583,0.71,1.0,2
BBSE3,0.0726,0.021522528552915806,0.664988489378072,0.786,1.0,2
ODPV3,0.0726,0.0005424397697329947,0.5482237923553718,0.386,1.0,1
YDUQ3,0.0543,-0.010903486603616848,0.8079041781463103,0.359,1.0,3
SLCE3,0.0191,0.01503980003587989,0.5956723512307457,0.803,1.0,2
LREN3,0.0007,-0.013864570508637765,0.9184577685642986,0.316,1.0,3
QUAL3,0.0,-0.02466328004744102,0.7575255389881628,0.401,1.0,3
PINE4,0.0,0.0030282848758133407,0.7332071139168798,0.465,1.0,3
