Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
BBDC4,0.0808,0.0,1.0,0.284,15.721508582880377,8
ITUB4,0.0808,0.0,1.0,0.313,8.893160593692711,9
B3SA3,0.0808,0.010159706556279806,0.639112751586498,0.528,1.0,12
BBAS3,0.0808,0.0,1.0,0.243,5.857258275658769,12
VIVT3,0.0808,0.0,1.0,0.395,7.715856400706478,8
VALE3,0.0505,0.0,1.0,0.372,8.266422301847236,9
PETR4,0.0505,0.0,1.0,0.324,21.220040838002223,8
PRIO3,0.0505,-0.039944826121214305,0.7294518539041739,0.315,50.36756395268108,8
AXIA3,0.0404,-0.03565131961632548,0.7044144596894761,0.778,0.9999396908579204,11
SUZB3,0.0404,0.0,1.0,0.305,42.87115048062772,11
VBBR3,0.0404,0.0055818338287698735,0.9197625983992697,0.534,1.0,9
ABEV3,0.0404,0.0,1.0,0.528,1.0,5
BPAC11,0.0404,-0.023463438231064105,0.8157327426749046,0.39,1.0,11
RAIL3,0.0404,-0.009688801270287928,0.8174137064059028,0.426,1.0,11
TOTS3,0.0404,-0.004584104234575196,0.7122699660286358,0.513,1.0,12
RDOR3,0.0404,0.5767654939281792,0.7761813245176165,0.559,1.0,11
AURA33,0.0404,0.0023433357220512883,0.6505768763656299,0.463,1.0,9
COGN3,0.0404,-0.01972450606167777,0.6420678278487558,0.481,1.0,9
RAIZ4,0.0404,0.058606858975764446,0.6716894286424447,0.546,1.0,15
QUAL3,0.0,0.010383421275881289,0.7811677579775284,0.563,1.0,18
