symbol,data_source,setor,subsetor,avg_volume,avg_close,last_close,d1_bars,avg_fin_volume,volatility_ann,corr_ibov,abs_corr_ibov,market_cap,score_liquidity,score_volatility,score_market_cap,score_corr_diversification,score_total,rank_total,tier
ODPV3,yahoo,SAÚDE,,2177600.0,11.11949987411499,10.6899995803833,250,24213822.925872803,0.27859534550547926,0.29959952204357077,0.29959952204357077,5827045888.0,0.8727272727272727,0.5454545454545454,0.7090909090909091,0.2,0.6318181818181818,13,B
MOVI3,yahoo,INDUSTRIAL,,5473660.0,9.873000001907348,9.630000114440918,250,54041445.19044018,0.6084974942437326,0.5957894435486931,0.5957894435486931,3266070272.0,0.7454545454545455,0.09090909090909091,0.7818181818181819,0.6909090909090909,0.6127272727272728,14,B
MRVE3,yahoo,CONSUMO CÍCLICO,,8382380.0,7.889000010490418,7.480000019073486,250,66128595.907934666,0.4312868903549261,0.5054991373008596,0.5054991373008596,4209933568.0,0.6545454545454545,0.2909090909090909,0.7636363636363637,0.5272727272727272,0.5836363636363636,15,B
DESK3,yahoo,TECNOLOGIA,,1025470.0,17.195499897003174,17.799999237060547,250,17633469.279379845,0.637140291394214,0.16208591019299023,0.16208591019299023,2063968640.0,0.9090909090909091,0.07272727272727272,0.9090909090909091,0.09090909090909091,0.5781818181818181,16,B
ONCO3,yahoo,SAÚDE,,5575840.0,2.6295000076293946,2.1600000858306885,250,14661671.322540283,1.0152425819934743,0.055825888165696426,0.055825888165696426,2415317248.0,0.9454545454545454,0.03636363636363636,0.8727272727272727,0.01818181818181818,0.5599999999999999,17,B
RAIZ4,yahoo,CONSUMO NÃO CÍCLICO,,24352885.0,0.8235000014305115,0.8199999928474426,250,20054600.83233708,0.5294909701607838,0.3717797001590294,0.3717797001590294,8481354752.0,0.8909090909090909,0.14545454545454545,0.6,0.32727272727272727,0.5563636363636363,18,B
COGN3,yahoo,CONSUMO CÍCLICO,,28871436.5,3.381272614002228,3.670000076293945,250,97622197.56435433,0.4439029024655597,0.5840337821834025,0.5840337821834025,7323808768.0,0.6,0.23636363636363636,0.6545454545454545,0.6727272727272727,0.5554545454545454,19,B
NEOE3,yahoo,ENERGIA,,2044290.0,32.11699991226196,32.029998779296875,250,65656461.750638,0.22638833854519658,0.3294124291775154,0.3294124291775154,38877925376.0,0.6727272727272727,0.7454545454545455,0.41818181818181815,0.2727272727272727,0.5436363636363636,20,B
EQTL3,yahoo,ENERGIA,,7082890.0,38.30499973297119,37.43999862670898,250,271310099.5586643,0.22460839155919507,0.81133262796157,0.81133262796157,47108534272.0,0.2909090909090909,0.7636363636363637,0.32727272727272727,1.0,0.5363636363636364,21,B
TOTS3,yahoo,TECNOLOGIA,,2938265.0,43.09350032806397,43.09000015258789,250,126620123.74143888,0.2736794589381667,0.5093419593737764,0.5093419593737764,25321539584.0,0.5272727272727272,0.5818181818181818,0.4909090909090909,0.5454545454545454,0.5327272727272727,22,B
USIM5,yahoo,MATERIAIS BÁSICOS,,9155290.0,6.232000017166138,6.420000076293945,250,57055767.43716097,0.39301544760231155,0.34161545575126256,0.34161545575126256,7902652416.0,0.7090909090909091,0.34545454545454546,0.6181818181818182,0.2909090909090909,0.53,23,B
BEEF3,yahoo,CONSUMO NÃO CÍCLICO,,11407120.0,5.490000009536743,5.519999980926514,250,62625088.90878677,0.3927557604667416,0.2686785793264038,0.2686785793264038,5439456768.0,0.6909090909090909,0.36363636363636365,0.7454545454545455,0.14545454545454545,0.5299999999999999,24,B
VIVT3,yahoo,COMUNICAÇÕES,,4121515.0,32.90750007629394,32.470001220703125,250,135628755.17694664,0.21317704666973658,0.5253405532775304,0.5253405532775304,103761338368.0,0.509090909090909,0.8727272727272727,0.2,0.5636363636363636,0.5154545454545454,25,B
VBBR3,yahoo,ENERGIA,,8493520.0,25.348000049591064,25.6299991607666,250,215293745.3812027,0.2583913813474299,0.6074283695819874,0.6074283695819874,30564724736.0,0.36363636363636365,0.6363636363636364,0.45454545454545453,0.7272727272727273,0.5136363636363637,26,C
LREN3,yahoo,CONSUMO CÍCLICO,,16002680.0,13.409500026702881,13.329999923706056,250,214587937.88731766,0.36127214523571227,0.6378651001919591,0.6378651001919591,13092715520.0,0.38181818181818183,0.4,0.5454545454545454,0.7818181818181819,0.5063636363636363,27,C
ENEV3,yahoo,ENERGIA,,11620215.0,20.29000015258789,20.600000381469727,250,235774164.1231041,0.24645061119426873,0.6430745972537717,0.6430745972537717,39465570304.0,0.32727272727272727,0.6545454545454545,0.4,0.8,0.5054545454545455,28,C
CSNA3,yahoo,MATERIAIS BÁSICOS,,10032095.0,9.49350004196167,9.510000228881836,250,95239694.30346346,0.4199401758817046,0.39079226536629247,0.39079226536629247,12611153920.0,0.6181818181818182,0.32727272727272727,0.5636363636363636,0.36363636363636365,0.4954545454545455,29,C
GGBR4,yahoo,MATERIAIS BÁSICOS,,8343535.0,20.998999977111815,22.040000915527344,250,175205891.27403164,0.220781659947101,0.4189500209303618,0.4189500209303618,43532173312.0,0.43636363636363634,0.8,0.36363636363636365,0.43636363636363634,0.49090909090909096,30,C
MGLU3,yahoo,CONSUMO CÍCLICO,,16312015.0,8.814380598068237,8.460000038146973,250,143780308.53139806,0.5587648431884981,0.5459117625441984,0.5459117625441984,6881353728.0,0.4909090909090909,0.12727272727272726,0.6727272727272727,0.6,0.48545454545454547,31,C
TIMS3,yahoo,COMUNICAÇÕES,,7435655.0,22.129999923706055,22.8799991607666,250,164551044.58270454,0.22066403235983992,0.39918628339701956,0.39918628339701956,54652731392.0,0.4727272727272727,0.8181818181818182,0.3090909090909091,0.38181818181818183,0.4827272727272727,32,C
CYRE3,yahoo,CONSUMO CÍCLICO,,6419645.0,27.067500019073485,24.700000762939453,250,173763741.159945,0.43987534910549725,0.5659706288568961,0.5659706288568961,9047880704.0,0.45454545454545453,0.2545454545454545,0.5818181818181818,0.6181818181818182,0.4790909090909091,33,C
ITSA4,yahoo,FINANCEIRO,,26399876.9,11.75445098876953,12.029999732971191,250,310316059.13059884,0.2208555208697878,0.7637868949675123,0.7637868949675123,134872498176.0,0.2545454545454545,0.7818181818181819,0.14545454545454545,0.8909090909090909,0.45999999999999996,34,C
KLBN11,yahoo,MATERIAIS BÁSICOS,,5254514.9,18.592391109466554,18.61000061035156,250,97693996.11131954,0.20655989850679587,0.2888283077624205,0.2888283077624205,132243808256.0,0.5818181818181818,0.9090909090909091,0.16363636363636364,0.16363636363636364,0.45909090909090905,35,C
RAIL3,yahoo,INDUSTRIAL,,14280750.0,14.528499984741211,13.600000381469728,250,207477876.15709305,0.3475837819829837,0.46730050081360425,0.46730050081360425,25238691840.0,0.4,0.43636363636363634,0.509090909090909,0.4909090909090909,0.4527272727272727,36,C
BBSE3,yahoo,SEGUROS,,6247490.0,35.32000026702881,35.119998931884766,250,220661348.4682598,0.1826456238288045,0.3611057047172253,0.3611057047172253,68175462400.0,0.34545454545454546,1.0,0.2727272727272727,0.3090909090909091,0.4509090909090909,37,C
RENT3,yahoo,INDUSTRIAL,,8004405.0,43.46949977874756,40.70000076293945,250,347947481.37650585,0.3250012950781107,0.7794503798578252,0.7794503798578252,42917515264.0,0.2,0.4727272727272727,0.38181818181818183,0.9272727272727272,0.44545454545454544,38,C
HAPV3,yahoo,SAÚDE,,7636865.0,14.60299997329712,12.989999771118164,250,111521139.3910737,0.7463523637788969,0.307245832306842,0.307245832306842,6166688768.0,0.5636363636363636,0.05454545454545454,0.6909090909090909,0.23636363636363636,0.4281818181818181,39,D
ITUB4,yahoo,FINANCEIRO,BANCOS,19040838.55,39.15055770874024,39.61000061035156,250,745459448.4745808,0.20423865327187882,0.7928928601576145,0.7928928601576145,436760641536.0,0.07272727272727272,0.9454545454545454,0.01818181818181818,0.9454545454545454,0.4081818181818182,40,D
SBSP3,yahoo,UTILIDADES,,3763241.7,130.25429649353026,123.66000366210938,250,490178400.1686169,0.27324144791730354,0.6456682305128444,0.6456682305128444,86589136896.0,0.12727272727272726,0.6181818181818182,0.23636363636363636,0.8363636363636363,0.39454545454545453,41,D
AURA33,yahoo,MATERIAIS BÁSICOS,,750715.8,95.91599960327149,108.0,250,72005656.37496965,0.4906426137135513,0.07144109661324394,0.07144109661324394,27092271104.0,0.6363636363636364,0.18181818181818182,0.4727272727272727,0.05454545454545454,0.3881818181818182,42,D
BBDC4,yahoo,FINANCEIRO,BANCOS,27183075.0,18.51499996185303,18.90999984741211,250,503294632.58804804,0.23490524835195062,0.7775762226071432,0.7775762226071432,200011284480.0,0.10909090909090909,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.3881818181818182,42,D
RDOR3,yahoo,SAÚDE,,5778105.0,41.60399990081787,40.25,250,240392279.84691522,0.30829651141479647,0.5664055155419891,0.5664055155419891,88808005632.0,0.3090909090909091,0.4909090909090909,0.21818181818181817,0.6363636363636364,0.3881818181818182,42,D
RADL3,yahoo,SAÚDE,,7776201.8,23.66747055053711,25.100000381469727,250,184043027.09653366,0.4306466675832236,0.4325911742414597,0.4325911742414597,44733452288.0,0.41818181818181815,0.3090909090909091,0.34545454545454546,0.45454545454545453,0.3854545454545455,45,D
BPAC11,yahoo,FINANCEIRO,CORRETORAS,6240130.0,53.30400009155274,54.400001525878906,250,332623890.09130096,0.33167556246481406,0.7626447196247864,0.7626447196247864,181809987584.0,0.23636363636363636,0.45454545454545453,0.12727272727272726,0.8727272727272727,0.38,46,D
B3SA3,yahoo,FINANCEIRO,CORRETORAS,41553700.0,14.03600001335144,15.239999771118164,250,583247733.7548018,0.300918329298844,0.7591288915387192,0.7591288915387192,76726714368.0,0.09090909090909091,0.509090909090909,0.2545454545454545,0.8545454545454545,0.36818181818181817,47,D
BBAS3,yahoo,FINANCEIRO,BANCOS,22589085.0,21.664500045776368,21.3700008392334,250,489381233.01654625,0.28498745050566837,0.6439711917686958,0.6439711917686958,121988308992.0,0.14545454545454545,0.5272727272727272,0.18181818181818182,0.8181818181818182,0.3654545454545455,48,D
PRIO3,yahoo,ENERGIA,,9858550.0,41.21199951171875,44.16999816894531,250,406290557.7862549,0.23743065553986611,0.3023808332727963,0.3023808332727963,35904335872.0,0.16363636363636364,0.7090909090909091,0.43636363636363634,0.21818181818181817,0.3518181818181818,49,D
ABEV3,yahoo,CONSUMO NÃO CÍCLICO,,27200585.0,13.793499946594238,14.100000381469728,250,375191267.74483204,0.2124518638378909,0.40120533161977584,0.40120533161977584,220193013760.0,0.18181818181818182,0.8909090909090909,0.07272727272727272,0.41818181818181815,0.34363636363636363,50,D
SUZB3,yahoo,MATERIAIS BÁSICOS,,6721885.0,51.14149971008301,51.59999847412109,250,343767279.7787113,0.21877814657357103,0.05969277839904685,0.05969277839904685,63772889088.0,0.21818181818181817,0.8363636363636363,0.2909090909090909,0.03636363636363636,0.3236363636363636,51,D
PETR4,yahoo,ENERGIA,,37614830.0,30.76499996185303,32.040000915527344,250,1157220243.515108,0.19950209503210842,0.38757264973363253,0.38757264973363253,430539309056.0,0.05454545454545454,0.9636363636363636,0.03636363636363636,0.34545454545454546,0.29000000000000004,52,D
VALE3,yahoo,MATERIAIS BÁSICOS,,27986835.0,73.92049980163574,78.87999725341797,250,2068800831.0659122,0.19791644549321175,0.32242931115469053,0.32242931115469053,336721346560.0,0.03636363636363636,0.9818181818181818,0.05454545454545454,0.2545454545454545,0.2736363636363637,53,D
AZUL4,yahoo,INDUSTRIAL,,32187600.0,505.7624994933605,1800.0,240,16279281028.692492,5934.796140613965,0.13473543088416834,0.13473543088416834,748683520.0,0.01818181818181818,0.01818181818181818,0.9636363636363636,0.07272727272727272,0.26545454545454544,54,D
WEGE3,yahoo,INDUSTRIAL,,6174775.0,47.9149995803833,46.31999969482422,250,295864341.5339613,0.2773249637355112,0.18233549536622345,0.18233549536622345,194344632320.0,0.2727272727272727,0.5636363636363636,0.10909090909090909,0.10909090909090909,0.2572727272727273,55,D
