n_assets,n_assets_effective,total_return,sharpe,sortino,calmar,max_drawdown,final_equity,total_trades,costs_paid_proxy
5,5,-0.2576033276551166,-0.11829794895334367,-0.12340407534584674,-0.8278743420262155,0.3111623522775626,74239.66723448834,8,413.3367687226947
10,10,-0.21107959942112609,-0.1934409729097131,-0.18498376737835104,-0.890386019656799,0.2370652669305018,78892.0400578874,8,413.3367687226947
15,15,-0.23073231666506244,-0.16057919704487647,-0.16664532864498863,-0.9240597533685571,0.24969415216272914,76926.76833349376,29,1550.8984528067228
20,20,-0.18470886951510024,-0.14283093589473186,-0.15280290753255898,-0.7614810595875342,0.24256528404678918,81529.11304848998,37,2324.621433075477
