Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
KLBN11,0.1185,0.978968338952468,0.7901551969543018,0.48,0.952066135664248,4
RECV3,0.1185,-0.01212346825615308,0.614526662384383,0.532,0.8039796893965641,5
CSNA3,0.1185,0.4217844974197398,0.648987722005158,0.425,0.9279071761450968,10
ODPV3,0.079,1.468763454359895,0.9615416247972629,0.483,0.9933915717549563,7
SUZB3,0.079,0.011430103223006891,0.9196613527075765,0.631,0.9757752967133233,5
ABEV3,0.079,-0.019710350122352324,0.9244297787018629,0.232,10.16277594136999,5
GGBR4,0.079,0.02747879062944363,0.8985213895894454,0.568,0.9799833364606527,5
SLCE3,0.079,0.03442703215130178,0.8685339291285089,0.525,0.9783117811187874,5
ENEV3,0.0711,0.002459591549283135,0.7615730595387211,0.483,0.9349561731804408,7
HAPV3,0.0316,0.7704254331519415,0.695253799120438,0.389,1.0,11
MRVE3,0.0316,-0.009057056226989898,0.6889833482824128,0.511,1.0,14
RENT3,0.0316,0.02621526847098926,0.7959433335106959,0.592,0.9333778937579905,5
IGTI11,0.0316,0.017441455192762367,0.8311649812966413,0.549,0.904533678211845,3
B3SA3,0.0302,-0.009210533986696306,0.790861880638518,0.532,0.9448839294279507,6
DESK3,0.011,0.02684871533531344,0.9181800892101308,0.559,0.9855172475242161,5
RAIL3,0.0097,-0.012072249069940786,0.813353809621918,0.524,1.0,10
PINE4,0.0012,0.024685298303435573,0.9930464472996968,0.55,0.9995872936708033,4
BPAC11,0.0,1.2622837887602942,0.9700939886709119,0.571,0.9967717761802535,4
BBDC4,0.0,0.007524575648857054,0.7777922809394558,0.452,0.9742148898243373,8
USIM5,0.0,0.041323011481842455,0.5284158242437123,0.625,0.7908777136125689,3
