Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
PRIO3,0.1211,0.021134321179686468,0.9604233059976802,0.572,0.9830725836044654,6
GGBR4,0.1211,0.049130534783545725,0.7887847417076768,0.652,0.9307934913435161,5
NEOE3,0.1211,0.8966566089692086,0.8912697975369988,0.431,1.0,12
ENEV3,0.109,0.0085819194277209,0.9606263882447605,0.499,0.9982363307805299,5
CSNA3,0.109,0.045532895250006415,0.44113200244045125,0.601,0.7190650612498619,6
LREN3,0.0484,0.00892460577866232,0.4233487607778516,0.587,0.5280610300205474,2
ONCO3,0.0484,0.5650645649326183,0.5476919428098657,0.604,1.0,16
MOVI3,0.0484,0.576112205541423,0.7201506104471588,0.518,1.0,17
AURA33,0.0484,0.48274444262859934,0.5699453089878962,0.396,1.0,13
YDUQ3,0.0484,0.02446641227127886,0.6272270071206363,0.578,1.0,13
RADL3,0.0484,-0.0653713812318938,0.6592951841773457,0.818,0.07031026123751123,14
DESK3,0.0441,-0.04119025253475311,0.7447629378577543,0.511,0.9242981765651046,11
RENT3,0.0258,0.05645817392589648,0.8141791781309453,0.597,0.9403877087530055,9
MGLU3,0.0186,-0.012774579313960773,0.5886921129056347,0.457,1.0,15
RAIL3,0.0163,0.03782586967859018,0.8723372288604417,0.647,0.9644644249171892,7
HAPV3,0.0113,-0.04680389797657591,0.6225365176738691,0.554,1.0,11
TEND3,0.0084,-0.0028113125349251387,0.679919708736197,0.584,1.0,18
TOTS3,0.0035,0.006657331293281417,0.9726786431938365,0.467,0.9956837548470642,8
PINE4,0.0003,0.037140504975460065,0.9931045591285826,0.605,0.998340756479858,9
BBAS3,0.0,0.0026700097882624407,0.8518026622207555,0.464,1.0,11
