Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
BPAC11,0.19999999999824047,1.2622837887602942,0.9700939886709119,0.599,0.9967134372755924,4
GGBR4,0.04605404591143095,0.02747879062944363,0.8985213895894454,0.54,0.9826288033097776,5
VALE3,0.043735961426666414,0.04301123096860728,0.3908394328131987,0.706,0.6221756611137368,2
CYRE3,0.041933892507350655,0.014857740407913683,0.7114700859871944,0.579,1.0,11
SUZB3,0.041904753511957396,0.011430103223006891,0.9196613527075765,0.651,0.9661129148444056,5
EQTL3,0.041787332407142865,0.0,1.0,0.37,10.033874895611032,3
RDOR3,0.04178019274581147,0.0,1.0,0.263,99.01334668999115,9
ITSA4,0.04177712257354616,0.0,1.0,0.255,31.452983422041346,6
BBSE3,0.041771574703321206,0.0,1.0,0.21,27.59011186756967,7
ENEV3,0.041754072376583094,0.002459591549283135,0.7615730595387211,0.486,0.9317016697093202,7
BBAS3,0.04175075243859909,0.0,1.0,0.216,86.92915609691116,8
BBDC4,0.041750752438596245,0.007524575648857054,0.7777922809394558,0.492,0.9730909960048335,8
PETR4,0.04175020732384349,0.0005392768786611073,0.9852744548334216,0.493,0.9990415522023958,4
PRIO3,0.041750030666454815,0.0,1.0,0.396,12.617524081924108,7
SBSP3,0.041750030666454795,0.0,1.0,0.162,38.14389823204862,6
MGLU3,0.04175003066644886,0.008771964334438087,0.5749378016457143,0.551,0.7601954937987151,6
WEGE3,0.041750030666442325,0.0,1.0,0.343,101.72578071591444,7
ABEV3,0.041749738991094375,0.0,1.0,0.226,10.31855334762663,5
B3SA3,0.04174973899109288,-0.002432350133789429,0.7476130359772114,0.524,0.9165436164653128,6
ITUB4,0.04174973899108941,0.0,1.0,0.218,8.278980469073755,5
