Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
VALE3,0.12,0.0,1.0,0.351,5.164233456562201,8
SUZB3,0.1042,0.0,1.0,0.394,9.147085995067862,10
B3SA3,0.0795,-0.04832341018066555,0.9322584809900012,0.398,1.0,12
ITUB4,0.0785,0.0,1.0,0.364,27.23472547569237,9
BBDC4,0.0679,0.0,1.0,0.359,8.658493330198457,11
LWSA3,0.0578,0.0031185948902970016,0.7672686023618709,0.525,1.0,7
CYRE3,0.0578,-0.00788688422789726,0.8798675662267426,0.514,1.0,10
CSNA3,0.0576,-0.025114092207313102,0.8154713427115057,0.355,1.0,9
HAPV3,0.0571,-0.029504243828850855,0.7910458062797529,0.442,1.0,10
LREN3,0.0568,-0.007622647859561092,0.8858362450476083,0.397,1.0,9
PETR4,0.05,0.0,1.0,0.288,117.37281076857398,9
BBAS3,0.05,0.0,1.0,0.264,34.81780835151906,10
ABEV3,0.05,0.0,1.0,0.342,24.977834686792853,8
VIVT3,0.05,0.0,1.0,0.428,5.952820573177158,9
MRVE3,0.0278,-0.05437290367436988,0.7831204550042703,0.349,1.0,9
BPAC11,0.0242,-0.008130890017758899,0.902366012418721,0.567,1.0,8
RDOR3,0.0077,-0.040525640267982145,0.9897489701056226,0.413,1.0,9
TOTS3,0.0032,0.011975581014685235,0.9957816431865532,0.466,1.0,9
ELET3,0.0,0.0,1.0,0.0,1.0,0
RAIZ4,0.0,0.006549243674571901,0.569337978128012,0.479,1.0,8
