symbol,data_source,setor,subsetor,avg_volume,avg_close,last_close,d1_bars,avg_fin_volume,volatility_ann,corr_ibov,abs_corr_ibov,market_cap,score_liquidity,score_volatility,score_market_cap,score_corr_diversification,score_total,rank_total,tier
MDNE3,yahoo,CONSUMO CÍCLICO,,1377065.0,25.520499897003173,24.13999938964844,250,35143387.190666676,0.5706080658023025,0.44934447190963905,0.44934447190963905,2039419392.0,0.8181818181818182,0.12727272727272726,0.9272727272727272,0.45454545454545453,0.6345454545454546,11,A
MULT3,yahoo,IMOBILIÁRIO,,4037040.0,27.809000110626222,29.100000381469727,250,112266045.80660248,0.2836897559180466,0.7941964906193641,0.7941964906193641,14239464448.0,0.5454545454545454,0.5818181818181818,0.5272727272727272,0.9454545454545454,0.6281818181818182,12,B
SLCE3,yahoo,CONSUMO NÃO CÍCLICO,,2752795.55,14.59977765083313,15.220000267028809,250,40190202.948202886,0.25125401181002255,0.29571556761307866,0.29571556761307866,7564187136.0,0.8,0.6909090909090909,0.6363636363636364,0.23636363636363636,0.6245454545454545,13,B
MOVI3,yahoo,INDUSTRIAL,,5473660.0,9.873000001907348,9.630000114440918,250,54041445.19044018,0.7235099457429282,0.6259804434213767,0.6259804434213767,3266070272.0,0.7454545454545455,0.09090909090909091,0.7818181818181819,0.7272727272727273,0.6200000000000001,14,B
RAIZ4,yahoo,CONSUMO NÃO CÍCLICO,,24352885.0,0.8235000014305115,0.8199999928474426,250,20054600.83233708,0.38361448539778364,0.35022334667652755,0.35022334667652755,8481354752.0,0.8909090909090909,0.4,0.6,0.32727272727272727,0.6072727272727272,15,B
DESK3,yahoo,TECNOLOGIA,,1025470.0,17.195499897003174,17.799999237060547,250,17633469.279379845,0.7770066916835675,0.10668878919434302,0.10668878919434302,2063968640.0,0.9090909090909091,0.07272727272727272,0.9090909090909091,0.09090909090909091,0.5781818181818181,16,B
MRVE3,yahoo,CONSUMO CÍCLICO,,8382380.0,7.889000010490418,7.480000019073486,250,66128595.907934666,0.4096531274295704,0.4753016234382877,0.4753016234382877,4209933568.0,0.6545454545454545,0.2909090909090909,0.7636363636363637,0.4909090909090909,0.5763636363636363,17,B
ONCO3,yahoo,SAÚDE,,5575840.0,2.6295000076293946,2.1600000858306885,250,14661671.322540283,1.0544626298179038,0.0028044673420433977,0.0028044673420433977,2415317248.0,0.9454545454545454,0.03636363636363636,0.8727272727272727,0.01818181818181818,0.5599999999999999,18,B
NEOE3,yahoo,ENERGIA,,2044290.0,32.11699991226196,32.029998779296875,250,65656461.750638,0.18700930574363323,0.06902422434259407,0.06902422434259407,38877925376.0,0.6727272727272727,0.9818181818181818,0.41818181818181815,0.05454545454545454,0.5472727272727272,19,B
VBBR3,yahoo,ENERGIA,,8493520.0,25.348000049591064,25.6299991607666,250,215293745.3812027,0.2360856030093025,0.5840364025596814,0.5840364025596814,30564724736.0,0.36363636363636365,0.8363636363636363,0.45454545454545453,0.6727272727272727,0.5427272727272727,20,B
TOTS3,yahoo,TECNOLOGIA,,2938265.0,43.09350032806397,43.09000015258789,250,126620123.74143888,0.31960682009034896,0.540223360924684,0.540223360924684,25321539584.0,0.5272727272727272,0.5272727272727272,0.4909090909090909,0.6,0.5327272727272727,21,B
BEEF3,yahoo,CONSUMO NÃO CÍCLICO,,11407120.0,5.490000009536743,5.519999980926514,250,62625088.90878677,0.4238566689849688,0.2802968413791319,0.2802968413791319,5439456768.0,0.6909090909090909,0.2727272727272727,0.7454545454545455,0.21818181818181817,0.5263636363636364,22,B
EQTL3,yahoo,ENERGIA,,7082890.0,38.30499973297119,37.43999862670898,250,271310099.5586643,0.25024909847965504,0.8057792698723321,0.8057792698723321,47108534272.0,0.2909090909090909,0.7272727272727273,0.32727272727272727,0.9636363636363636,0.5218181818181818,23,B
GGBR4,yahoo,MATERIAIS BÁSICOS,,8343535.0,20.998999977111815,22.040000915527344,250,175205891.27403164,0.20670705297317968,0.37080202598874673,0.37080202598874673,43532173312.0,0.43636363636363634,0.9636363636363636,0.36363636363636365,0.36363636363636365,0.5090909090909091,24,B
COGN3,yahoo,CONSUMO CÍCLICO,,28871436.5,3.381272614002228,3.670000076293945,250,97622197.56435433,0.47495438840154025,0.44160820429038333,0.44160820429038333,7323808768.0,0.6,0.23636363636363636,0.6545454545454545,0.41818181818181815,0.5045454545454545,25,B
USIM5,yahoo,MATERIAIS BÁSICOS,,9155290.0,6.232000017166138,6.420000076293945,250,57055767.43716097,0.38933186530472785,0.24741496026032123,0.24741496026032123,7902652416.0,0.7090909090909091,0.34545454545454546,0.6181818181818182,0.16363636363636364,0.5045454545454545,25,B
MGLU3,yahoo,CONSUMO CÍCLICO,,16312015.0,8.814380598068237,8.460000038146973,250,143780308.53139806,0.5449797205653355,0.5565511113988612,0.5565511113988612,6881353728.0,0.4909090909090909,0.18181818181818182,0.6727272727272727,0.6363636363636364,0.5036363636363637,27,C
ENEV3,yahoo,ENERGIA,,11620215.0,20.29000015258789,20.600000381469727,250,235774164.1231041,0.2752105698341029,0.6950674367116857,0.6950674367116857,39465570304.0,0.32727272727272727,0.6,0.4,0.8363636363636363,0.5018181818181818,28,C
RADL3,yahoo,SAÚDE,,7776201.8,23.66747055053711,25.100000381469727,250,184043027.09653366,0.29659064083602127,0.6378469188464773,0.6378469188464773,44733452288.0,0.41818181818181815,0.5636363636363636,0.34545454545454546,0.7818181818181819,0.5018181818181817,29,C
LREN3,yahoo,CONSUMO CÍCLICO,,16002680.0,13.409500026702881,13.329999923706056,250,214587937.88731766,0.3656485065485584,0.5997431594433712,0.5997431594433712,13092715520.0,0.38181818181818183,0.41818181818181815,0.5454545454545454,0.7090909090909091,0.4954545454545455,30,C
VIVT3,yahoo,COMUNICAÇÕES,,4121515.0,32.90750007629394,32.470001220703125,250,135628755.17694664,0.2665315294961989,0.5936920440701902,0.5936920440701902,103761338368.0,0.509090909090909,0.6363636363636364,0.2,0.6909090909090909,0.4936363636363636,31,C
TIMS3,yahoo,COMUNICAÇÕES,,7435655.0,22.129999923706055,22.8799991607666,250,164551044.58270454,0.26110377805928997,0.48439345468274303,0.48439345468274303,54652731392.0,0.4727272727272727,0.6727272727272727,0.3090909090909091,0.509090909090909,0.47909090909090907,32,C
BBSE3,yahoo,SEGUROS,,6247490.0,35.32000026702881,35.119998931884766,250,220661348.4682598,0.17105815132709448,0.44427949142445683,0.44427949142445683,68175462400.0,0.34545454545454546,1.0,0.2727272727272727,0.43636363636363634,0.4763636363636364,33,C
CSNA3,yahoo,MATERIAIS BÁSICOS,,10032095.0,9.49350004196167,9.510000228881836,250,95239694.30346346,0.4076019615172943,0.2618691788196603,0.2618691788196603,12611153920.0,0.6181818181818182,0.3090909090909091,0.5636363636363636,0.18181818181818182,0.45545454545454545,34,C
CYRE3,yahoo,CONSUMO CÍCLICO,,6419645.0,27.067500019073485,24.700000762939453,250,173763741.159945,0.5651945884810841,0.5396359575018446,0.5396359575018446,9047880704.0,0.45454545454545453,0.14545454545454545,0.5818181818181818,0.5818181818181818,0.44999999999999996,35,C
RAIL3,yahoo,INDUSTRIAL,,14280750.0,14.528499984741211,13.600000381469728,250,207477876.15709305,0.3836653282902271,0.5059065935086434,0.5059065935086434,25238691840.0,0.4,0.38181818181818183,0.509090909090909,0.5272727272727272,0.4490909090909091,36,C
KLBN11,yahoo,MATERIAIS BÁSICOS,,5254514.9,18.592391109466554,18.61000061035156,250,97693996.11131954,0.23348431652345772,0.2258537125877695,0.2258537125877695,132243808256.0,0.5818181818181818,0.8545454545454545,0.16363636363636364,0.14545454545454545,0.4445454545454545,37,C
RENT3,yahoo,INDUSTRIAL,,8004405.0,43.46949977874756,40.70000076293945,250,347947481.37650585,0.3556929494422505,0.7781461310560197,0.7781461310560197,42917515264.0,0.2,0.45454545454545453,0.38181818181818183,0.9090909090909091,0.4381818181818182,38,C
BBAS3,yahoo,FINANCEIRO,BANCOS,22589085.0,21.664500045776368,21.3700008392334,250,489381233.01654625,0.2494263268540402,0.7872129975050409,0.7872129975050409,121988308992.0,0.14545454545454545,0.7454545454545455,0.18181818181818182,0.9272727272727272,0.4309090909090909,39,D
ITSA4,yahoo,FINANCEIRO,,26399876.9,11.75445098876953,12.029999732971191,250,310316059.13059884,0.25035061062752156,0.6652294801356681,0.6652294801356681,134872498176.0,0.2545454545454545,0.7090909090909091,0.14545454545454545,0.8181818181818182,0.4309090909090909,39,D
BPAC11,yahoo,FINANCEIRO,CORRETORAS,6240130.0,53.30400009155274,54.400001525878906,250,332623890.09130096,0.3106911756432597,0.8527239926199375,0.8527239926199375,181809987584.0,0.23636363636363636,0.5454545454545454,0.12727272727272726,1.0,0.42363636363636364,41,D
HAPV3,yahoo,SAÚDE,,7636865.0,14.60299997329712,12.989999771118164,250,111521139.3910737,1.0069061051050414,0.2785905950130476,0.2785905950130476,6166688768.0,0.5636363636363636,0.05454545454545454,0.6909090909090909,0.2,0.4209090909090909,42,D
SBSP3,yahoo,UTILIDADES,,3763241.7,130.25429649353026,123.66000366210938,250,490178400.1686169,0.2395537982662743,0.6268432291212918,0.6268432291212918,86589136896.0,0.12727272727272726,0.7818181818181819,0.23636363636363636,0.7454545454545455,0.4090909090909091,43,D
PRIO3,yahoo,ENERGIA,,9858550.0,41.21199951171875,44.16999816894531,250,406290557.7862549,0.23899157100801127,0.34031757763830645,0.34031757763830645,35904335872.0,0.16363636363636364,0.8,0.43636363636363634,0.3090909090909091,0.3881818181818182,44,D
ITUB4,yahoo,FINANCEIRO,BANCOS,19040838.55,39.15055770874024,39.61000061035156,250,745459448.4745808,0.22253953050398484,0.7419504059947881,0.7419504059947881,436760641536.0,0.07272727272727272,0.9272727272727272,0.01818181818181818,0.8545454545454545,0.38636363636363635,45,D
AURA33,yahoo,MATERIAIS BÁSICOS,,750715.8,95.91599960327149,108.0,250,72005656.37496965,0.5524256959129674,0.06891710053753076,0.06891710053753076,27092271104.0,0.6363636363636364,0.16363636363636364,0.4727272727272727,0.03636363636363636,0.38090909090909086,46,D
B3SA3,yahoo,FINANCEIRO,CORRETORAS,41553700.0,14.03600001335144,15.239999771118164,250,583247733.7548018,0.3250945711658237,0.7740171806548638,0.7740171806548638,76726714368.0,0.09090909090909091,0.4909090909090909,0.2545454545454545,0.8909090909090909,0.3718181818181818,47,D
BBDC4,yahoo,FINANCEIRO,BANCOS,27183075.0,18.51499996185303,18.90999984741211,250,503294632.58804804,0.26454743058928165,0.7519034537180245,0.7519034537180245,200011284480.0,0.10909090909090909,0.6545454545454545,0.09090909090909091,0.8727272727272727,0.3663636363636364,48,D
RDOR3,yahoo,SAÚDE,,5778105.0,41.60399990081787,40.25,250,240392279.84691522,0.3924960547047921,0.5402750786597731,0.5402750786597731,88808005632.0,0.3090909090909091,0.32727272727272727,0.21818181818181817,0.6181818181818182,0.3518181818181818,49,D
SUZB3,yahoo,MATERIAIS BÁSICOS,,6721885.0,51.14149971008301,51.59999847412109,250,343767279.7787113,0.2488389915145149,-0.10468013685676779,0.10468013685676779,63772889088.0,0.21818181818181817,0.7636363636363637,0.2909090909090909,0.07272727272727272,0.31636363636363635,50,D
ABEV3,yahoo,CONSUMO NÃO CÍCLICO,,27200585.0,13.793499946594238,14.100000381469728,250,375191267.74483204,0.225483722536707,0.3333557807438934,0.3333557807438934,220193013760.0,0.18181818181818182,0.8909090909090909,0.07272727272727272,0.2727272727272727,0.3145454545454546,51,D
WEGE3,yahoo,INDUSTRIAL,,6174775.0,47.9149995803833,46.31999969482422,250,295864341.5339613,0.23738304528656898,0.14522791129714574,0.14522791129714574,194344632320.0,0.2727272727272727,0.8181818181818182,0.10909090909090909,0.10909090909090909,0.3081818181818182,52,D
PETR4,yahoo,ENERGIA,,37614830.0,30.76499996185303,32.040000915527344,250,1157220243.515108,0.21176652849368716,0.39873273661543757,0.39873273661543757,430539309056.0,0.05454545454545454,0.9454545454545454,0.03636363636363636,0.38181818181818183,0.29363636363636364,53,D
AZUL4,yahoo,INDUSTRIAL,,32187600.0,505.7624994933605,1800.0,240,16279281028.692492,8600.358942115336,0.1752748047110725,0.1752748047110725,748683520.0,0.01818181818181818,0.01818181818181818,0.9636363636363636,0.12727272727272726,0.27636363636363637,54,D
VALE3,yahoo,MATERIAIS BÁSICOS,,27986835.0,73.92049980163574,78.87999725341797,250,2068800831.0659122,0.22435135564637101,0.33151191238847,0.33151191238847,336721346560.0,0.03636363636363636,0.9090909090909091,0.05454545454545454,0.2545454545454545,0.2590909090909091,55,D
