Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
BPAC11,0.12,1.2622837887602942,0.9700939886709119,0.585,0.996785432009912,4
VALE3,0.11999999999997296,0.04301123096860728,0.3908394328131987,0.708,0.6239871144081554,2
ENEV3,0.11999999999996434,0.002459591549283135,0.7615730595387211,0.495,0.929866785192002,7
MGLU3,0.11999999999979671,0.008771964334438087,0.5749378016457143,0.546,0.7770556522497715,6
SBSP3,0.10000000000002003,0.0,1.0,0.195,38.401234066188024,6
CYRE3,0.0739015026961707,0.014857740407913683,0.7114700859871944,0.574,1.0,11
GGBR4,0.06757598167090512,0.02747879062944363,0.8985213895894454,0.54,0.9835476737972537,5
PRIO3,0.06417446886826912,0.0,1.0,0.402,12.595652386328522,7
EQTL3,0.05601170590170773,0.0,1.0,0.395,7.848425017523356,3
PETR4,0.049999999999995944,0.0005392768786611073,0.9852744548334216,0.486,0.9990377269295065,4
B3SA3,0.03453320096790127,-0.002432350133789429,0.7476130359772114,0.543,0.922474002592947,6
ITUB4,0.030000000000015865,0.0,1.0,0.237,8.28861808462365,5
SUZB3,0.02134491132716663,0.011430103223006891,0.9196613527075765,0.636,0.9758015699995929,5
BBDC4,0.014544541375886873,0.007524575648857054,0.7777922809394558,0.472,0.9791318346261383,8
ITSA4,0.005409300249114077,0.0,1.0,0.281,32.253720266208525,6
BBSE3,0.0014611946709406226,0.0,1.0,0.203,29.599279406852254,7
RDOR3,0.0008313617397876162,0.0,1.0,0.251,83.69008321004534,9
BBAS3,0.00021183053234903506,0.0,1.0,0.212,86.85653850685482,8
ABEV3,0.0,0.0,1.0,0.217,10.321699450593716,5
WEGE3,0.0,0.0,1.0,0.339,117.29301792366658,7
