symbol,data_source,setor,subsetor,avg_volume,avg_close,last_close,d1_bars,avg_fin_volume,volatility_ann,corr_ibov,abs_corr_ibov,market_cap,score_liquidity,score_volatility,score_market_cap,score_corr_diversification,score_total,rank_total,tier
USIM5,mt5,MATERIAIS BÁSICOS,,9833.8,6.211,6.59,250,61077.7318,0.3844847407485642,0.23796317854713714,0.23796317854713714,7902652416.0,0.8363636363636363,0.38181818181818183,0.6181818181818182,0.16363636363636364,0.5563636363636363,22,B
VBBR3,mt5,ENERGIA,,17817.95,25.357000000000003,25.96,250,451809.75815000007,0.2228318040971579,0.6527326833423542,0.6527326833423542,30564724736.0,0.34545454545454546,0.8,0.45454545454545453,0.7818181818181819,0.550909090909091,23,B
MGLU3,mt5,CONSUMO CÍCLICO,,15674.55,8.8595,8.74,250,138868.675725,0.5411540859268138,0.5560699493567175,0.5560699493567175,6881353728.0,0.6363636363636364,0.14545454545454545,0.6727272727272727,0.6,0.54,24,B
DESK3,mt5,TECNOLOGIA,,3983.2,17.079500000000003,17.86,250,68031.0644,0.7765002667804977,0.10711836202317225,0.10711836202317225,2063968640.0,0.8,0.07272727272727272,0.9090909090909091,0.09090909090909091,0.5399999999999999,25,B
ENEV3,mt5,ENERGIA,,17611.4,20.302500000000002,20.9,250,357555.44850000006,0.2726759518329138,0.6884462305515039,0.6884462305515039,39465570304.0,0.41818181818181815,0.6181818181818182,0.4,0.8,0.53,26,C
LREN3,mt5,CONSUMO CÍCLICO,,23680.15,13.4665,13.51,250,318888.73997500003,0.3671869839509433,0.5973451276639281,0.5973451276639281,13092715520.0,0.509090909090909,0.41818181818181815,0.5454545454545454,0.6363636363636364,0.5254545454545454,27,C
GGBR4,mt5,MATERIAIS BÁSICOS,,15838.75,20.915499999999998,22.28,250,331275.375625,0.20475728866930878,0.40044172475816603,0.40044172475816603,43532173312.0,0.4909090909090909,0.9090909090909091,0.36363636363636365,0.34545454545454546,0.5136363636363637,28,C
CYRE3,mt5,CONSUMO CÍCLICO,,17737.0,25.073,24.95,250,444719.80100000004,0.38461827257816955,0.7453379206319164,0.7453379206319164,9047880704.0,0.36363636363636365,0.36363636363636365,0.5818181818181818,0.8181818181818182,0.5090909090909091,29,C
RAIL3,mt5,INDUSTRIAL,,14584.0,14.6405,13.73,250,213517.052,0.3881176897406645,0.5102634528370718,0.5102634528370718,25238691840.0,0.5818181818181818,0.32727272727272727,0.509090909090909,0.509090909090909,0.4981818181818181,30,C
EQTL3,mt5,ENERGIA,,20679.55,38.4055,37.75,250,794208.4575250001,0.24519024678274765,0.8148007462633451,0.8148007462633451,47108534272.0,0.23636363636363636,0.7090909090909091,0.32727272727272727,0.9454545454545454,0.4954545454545455,31,C
BBSE3,mt5,SEGUROS,,11813.65,35.3515,34.91,250,417630.247975,0.17093658497967204,0.4540922315712958,0.4540922315712958,68175462400.0,0.4,1.0,0.2727272727272727,0.41818181818181815,0.49181818181818177,32,C
TIMS3,mt5,COMUNICAÇÕES,,15940.25,21.928,23.15,250,349537.802,0.24178338649464684,0.5201288564727893,0.5201288564727893,54652731392.0,0.45454545454545453,0.7272727272727273,0.3090909090909091,0.5454545454545454,0.4909090909090909,33,C
CSNA3,mt5,MATERIAIS BÁSICOS,,12266.85,9.497,9.95,250,116498.27445,0.39580644332023995,0.24691600233576524,0.24691600233576524,12611153920.0,0.6727272727272727,0.3090909090909091,0.5636363636363636,0.18181818181818182,0.4745454545454545,34,C
RADL3,mt5,SAÚDE,,20168.65,23.6235,24.75,250,476454.10327500006,0.2980262722104202,0.6424417444536263,0.6424417444536263,44733452288.0,0.3090909090909091,0.5454545454545454,0.34545454545454546,0.7636363636363637,0.4563636363636363,35,C
BBAS3,mt5,FINANCEIRO,BANCOS,22578.65,21.696499999999997,21.46,250,489877.67972499994,0.2550846283305733,0.7879066779897137,0.7879066779897137,121988308992.0,0.2727272727272727,0.6909090909090909,0.18181818181818182,0.8727272727272727,0.45363636363636367,36,C
VIVT3,mt5,COMUNICAÇÕES,,10708.3,32.919000000000004,32.71,250,352506.52770000004,0.2732392666104638,0.6021551527197866,0.6021551527197866,103761338368.0,0.43636363636363634,0.6,0.2,0.6545454545454545,0.4536363636363636,37,C
B3SA3,mt5,FINANCEIRO,CORRETORAS,33282.1,13.835500000000001,15.12,250,460474.49455,0.3181370513309922,0.7789442517344836,0.7789442517344836,76726714368.0,0.32727272727272727,0.4909090909090909,0.2545454545454545,0.8545454545454545,0.44727272727272727,38,C
ITUB4,mt5,FINANCEIRO,BANCOS,26744.35,39.12050000000001,39.94,250,1046252.3441750001,0.19769070014615064,0.8594659180991234,0.8594659180991234,436760641536.0,0.14545454545454545,0.9272727272727272,0.01818181818181818,1.0,0.4409090909090909,39,D
KLBN11,mt5,MATERIAIS BÁSICOS,,11013.8,18.567,18.73,250,204493.2246,0.20919485565658616,0.06709436966487096,0.06709436966487096,132243808256.0,0.6181818181818182,0.8545454545454545,0.16363636363636364,0.05454545454545454,0.43909090909090903,40,D
TOTS3,mt5,TECNOLOGIA,,11054.95,43.2665,44.0,250,478308.99417500006,0.3175648416987653,0.513542868377253,0.513542868377253,25321539584.0,0.2909090909090909,0.509090909090909,0.4909090909090909,0.5272727272727272,0.4318181818181818,41,D
ABEV3,mt5,CONSUMO NÃO CÍCLICO,,24767.9,13.6625,14.04,250,338391.43375,0.2057569268170636,0.3894975997324184,0.3894975997324184,220193013760.0,0.4727272727272727,0.8909090909090909,0.07272727272727272,0.3090909090909091,0.42363636363636364,42,D
HAPV3,mt5,SAÚDE,,14743.4,14.718,13.25,250,216993.36119999998,1.007748815780612,0.28105859170317143,0.28105859170317143,6166688768.0,0.5454545454545454,0.05454545454545454,0.6909090909090909,0.21818181818181817,0.41818181818181815,43,D
RENT3,mt5,INDUSTRIAL,,24749.65,43.0135,41.98,250,1064569.070275,0.3421237271589239,0.8015396941716366,0.8015396941716366,42917515264.0,0.12727272727272726,0.45454545454545453,0.38181818181818183,0.9090909090909091,0.4127272727272727,44,D
BBDC4,mt5,FINANCEIRO,BANCOS,28022.15,18.358999999999995,18.9,250,514458.65184999985,0.2630769513070001,0.7653100459896096,0.7653100459896096,200011284480.0,0.2545454545454545,0.6545454545454545,0.09090909090909091,0.8363636363636363,0.41000000000000003,45,D
SBSP3,mt5,UTILIDADES,,16510.95,130.0855,124.27,250,2147835.186225,0.23557990710399543,0.6352089258786219,0.6352089258786219,86589136896.0,0.05454545454545454,0.7818181818181819,0.23636363636363636,0.7272727272727273,0.38,46,D
BPAC11,mt5,FINANCEIRO,CORRETORAS,20119.0,53.263,55.08,250,1071598.297,0.3087643953913209,0.8554095153001086,0.8554095153001086,181809987584.0,0.10909090909090909,0.5272727272727272,0.12727272727272726,0.9818181818181818,0.3718181818181818,47,D
RDOR3,mt5,SAÚDE,,20461.9,41.209500000000006,40.32,250,843224.6680500002,0.34599758934016184,0.6194638394835003,0.6194638394835003,88808005632.0,0.21818181818181817,0.43636363636363634,0.21818181818181817,0.6909090909090909,0.3563636363636363,48,D
PRIO3,mt5,ENERGIA,,25507.95,40.9785,43.78,250,1045277.529075,0.2620705876779472,0.3481617394824013,0.3481617394824013,35904335872.0,0.16363636363636364,0.6727272727272727,0.43636363636363634,0.2727272727272727,0.35545454545454547,49,D
SUZB3,mt5,MATERIAIS BÁSICOS,,19048.65,50.784499999999994,52.35,250,967376.165925,0.2406947476494659,-0.12127769323817406,0.12127769323817406,63772889088.0,0.18181818181818182,0.7454545454545455,0.2909090909090909,0.10909090909090909,0.30727272727272725,50,D
PETR4,mt5,ENERGIA,,39687.25,30.494,31.79,250,1210223.0015,0.20706694085363306,0.47465077535452493,0.47465077535452493,430539309056.0,0.09090909090909091,0.8727272727272727,0.03636363636363636,0.45454545454545453,0.3063636363636364,51,D
VALE3,mt5,MATERIAIS BÁSICOS,,42986.9,73.428,78.85,250,3156442.0932,0.19758990035881221,0.41439673523780496,0.41439673523780496,336721346560.0,0.03636363636363636,0.9454545454545454,0.05454545454545454,0.36363636363636365,0.2881818181818182,52,D
AZUL4,yahoo,INDUSTRIAL,,32187600.0,505.7624994933605,1800.0,240,16279281028.692492,8600.358942115336,0.17536236994225265,0.17536236994225265,748683520.0,0.01818181818181818,0.01818181818181818,0.9636363636363636,0.14545454545454545,0.28,53,D
WEGE3,mt5,INDUSTRIAL,,17726.45,47.773,46.44,250,846845.6958500001,0.24044479929957288,0.1700416858702324,0.1700416858702324,194344632320.0,0.2,0.7636363636363637,0.10909090909090909,0.12727272727272726,0.27545454545454545,54,D
AURA33,mt5,MATERIAIS BÁSICOS,,19063.4,94.74750000000002,109.7,250,1806209.4915000005,0.5861975534472408,0.02536892387918973,0.02536892387918973,27092271104.0,0.07272727272727272,0.12727272727272726,0.4727272727272727,0.03636363636363636,0.17636363636363633,55,D
