Symbol,Weight,Calmar_OOS,DD_OOS,WR_MC,DD95_MC,Trades
B3SA3,0.12,-0.002432350133789429,0.7476130359772114,0.502,0.9225139623484019,6
BBDC4,0.12,0.007524575648857054,0.7777922809394558,0.477,0.9755609428901036,8
BPAC11,0.12,1.2622837887602942,0.9700939886709119,0.581,0.9966881846963933,4
VALE3,0.1,0.04301123096860728,0.3908394328131987,0.713,0.6238394119812268,2
PETR4,0.1,0.0005392768786611073,0.9852744548334216,0.456,0.9983266335760601,4
VIVT3,0.08,0.0,1.0,0.331,11.80185248211073,6
MGLU3,0.05,0.008771964334438087,0.5749378016457143,0.551,0.778912821199393,6
GGBR4,0.05,0.02747879062944363,0.8985213895894454,0.591,0.9780778584104576,5
SUZB3,0.05,0.011430103223006891,0.9196613527075765,0.632,0.9754996731325054,5
ENEV3,0.04999999999981065,0.002459591549283135,0.7615730595387211,0.488,0.9321936986581255,7
EQTL3,0.049999999999720456,0.0,1.0,0.378,7.823815082684896,3
PRIO3,0.037325407058746256,0.0,1.0,0.406,12.619131417537455,7
ITUB4,0.03000000000015463,0.0,1.0,0.218,8.262530401717752,5
TIMS3,0.018112577593511762,0.0,1.0,0.357,33.79664710736843,6
BBSE3,0.010982643812938602,0.0,1.0,0.206,27.679583739980387,7
ITSA4,0.007758510608658883,0.0,1.0,0.243,31.388308094601395,6
ABEV3,0.0031965342328641165,-0.019710350122352324,0.9244297787018629,0.222,10.107427863743238,5
SBSP3,0.0018874224060923875,0.0,1.0,0.187,38.27788067065938,6
RDOR3,0.0007369042866221961,0.0,1.0,0.242,100.08321954007016,9
BBAS3,0.0,0.0,1.0,0.231,86.73960793155581,8
