Date,open,high,low,close,volume
2025-01-16,15.822221755981445,15.982221603393555,15.617776870727539,15.733332633972168,1661287
2025-01-17,15.884444236755371,16.017776489257812,15.733332633972168,16.008888244628906,1462162
2025-01-20,16.044443130493164,16.115554809570312,15.84000015258789,15.991110801696777,1607287
2025-01-21,15.955554962158203,16.053333282470703,15.84000015258789,16.035554885864258,1255500
2025-01-22,15.955554962158203,16.08888816833496,15.84000015258789,16.0,2397487
2025-01-23,16.142221450805664,16.151111602783203,15.982221603393555,16.106666564941406,1667812
2025-01-24,16.151111602783203,16.168888092041016,15.591111183166504,15.848888397216797,5450625
2025-01-27,15.848888397216797,16.115554809570312,15.706665992736816,16.06222152709961,3296475
2025-01-28,16.079999923706055,16.079999923706055,15.671111106872559,15.697776794433594,2054250
2025-01-29,15.733332633972168,15.875555038452148,15.466666221618652,15.573332786560059,2754787
2025-01-30,15.573332786560059,15.94666576385498,15.546666145324707,15.9022216796875,4285575
2025-01-31,15.920000076293945,15.94666576385498,15.431111335754395,15.431111335754395,3329100
2025-02-03,15.422222137451172,15.786665916442871,15.306666374206543,15.537776947021484,3328762
2025-02-04,15.502222061157227,15.866665840148926,15.493332862854004,15.671111106872559,4701487
2025-02-05,15.680000305175781,16.133333206176758,15.573332786560059,16.097776412963867,4182525
2025-02-06,15.928888320922852,16.115554809570312,15.813332557678223,16.008888244628906,3005212
2025-02-07,16.0,16.213333129882812,15.866665840148926,16.142221450805664,2468025
2025-02-10,16.18666648864746,16.34666633605957,15.94666576385498,15.94666576385498,2175412
2025-02-11,15.866665840148926,16.266666412353516,15.857776641845703,16.22222137451172,1619550
2025-02-12,16.097776412963867,16.31999969482422,16.06222152709961,16.151111602783203,5477512
2025-02-13,16.151111602783203,16.43555450439453,15.991110801696777,16.399999618530273,3592125
2025-02-14,16.43555450439453,16.817777633666992,16.355554580688477,16.737777709960938,4420350
2025-02-17,16.70222282409668,17.093332290649414,16.70222282409668,16.91555404663086,2479950
2025-02-18,16.8799991607666,16.959999084472656,16.24888801574707,16.24888801574707,2809912
2025-02-19,16.266666412353516,16.426666259765625,16.22222137451172,16.40888786315918,1687725
2025-02-20,16.44444465637207,16.462221145629883,16.133333206176758,16.133333206176758,1772325
2025-02-21,16.133333206176758,16.462221145629883,16.02666664123535,16.302221298217773,3642412
2025-02-24,16.257776260375977,16.33777618408203,16.0,16.06222152709961,2358787
2025-02-25,16.0,16.231111526489258,15.991110801696777,15.991110801696777,2209275
2025-02-26,16.008888244628906,16.177776336669922,15.893333435058594,16.106666564941406,4829625
2025-02-27,16.177776336669922,16.22222137451172,16.02666664123535,16.151111602783203,1822612
2025-02-28,16.213333129882812,16.231111526489258,15.94666576385498,16.035554885864258,3057862
2025-03-05,16.08888816833496,16.613332748413086,16.08888816833496,16.44444465637207,3678300
2025-03-06,16.43555450439453,16.76444435119629,16.33777618408203,16.59555435180664,3077100
2025-03-07,17.0755558013916,17.217777252197266,16.9244441986084,17.048887252807617,4356562
2025-03-10,16.933332443237305,17.342222213745117,16.8799991607666,16.91555404663086,3172387
2025-03-11,16.799999237060547,16.9244441986084,16.60444450378418,16.711111068725586,2577825
2025-03-12,16.622222900390625,16.906665802001953,16.622222900390625,16.711111068725586,2857612
2025-03-13,16.302221298217773,16.586666107177734,15.751111030578613,16.53333282470703,5398875
2025-03-14,16.59555435180664,16.897777557373047,16.391111373901367,16.551111221313477,7700737
2025-03-17,16.56888771057129,16.59555435180664,15.848888397216797,15.9022216796875,10365525
2025-03-18,15.937776565551758,17.191110610961914,15.937776565551758,17.191110610961914,6204375
2025-03-19,17.191110610961914,17.208887100219727,16.586666107177734,16.586666107177734,4261725
2025-03-20,16.53333282470703,16.684444427490234,16.364444732666016,16.44444465637207,2474775
2025-03-21,16.382221221923828,16.799999237060547,16.382221221923828,16.66666603088379,1984725
2025-03-24,16.675554275512695,16.76444435119629,16.40888786315918,16.497777938842773,2038500
2025-03-25,16.50666618347168,16.586666107177734,16.275554656982422,16.373332977294922,2618325
2025-03-26,16.426666259765625,16.488887786865234,16.133333206176758,16.22222137451172,1858387
2025-03-27,16.213333129882812,16.577777862548828,16.151111602783203,16.524444580078125,1248750
2025-03-28,16.524444580078125,16.542221069335938,16.28444480895996,16.382221221923828,1195650
2025-03-31,16.22222137451172,16.622222900390625,16.22222137451172,16.53333282470703,1954350
2025-04-01,16.391111373901367,16.835554122924805,16.311111450195312,16.75555419921875,2195212
2025-04-02,16.69333267211914,17.0222225189209,16.66666603088379,16.675554275512695,3721837
2025-04-03,16.808887481689453,17.040000915527344,16.488887786865234,16.559999465942383,4886437
2025-04-04,16.53333282470703,17.128887176513672,16.44444465637207,16.471111297607422,6205162
2025-04-07,16.257776260375977,17.084444046020508,16.24888801574707,16.639999389648438,7252650
2025-04-08,16.66666603088379,16.871110916137695,16.542221069335938,16.56888771057129,2627212
2025-04-09,16.453332901000977,17.084444046020508,16.44444465637207,16.648887634277344,3552637
2025-04-10,16.648887634277344,17.004444122314453,16.56888771057129,16.871110916137695,2342025
