Date,open,high,low,close,volume
2025-01-16,1.600000023841858,1.600000023841858,1.5499999523162842,1.5499999523162842,3078400
2025-01-17,1.5499999523162842,1.6399999856948853,1.5399999618530273,1.600000023841858,4002000
2025-01-20,1.6399999856948853,1.659999966621399,1.590000033378601,1.600000023841858,2863600
2025-01-21,1.6200000047683716,1.6399999856948853,1.590000033378601,1.6399999856948853,1725000
2025-01-22,1.6200000047683716,1.7000000476837158,1.6100000143051147,1.7000000476837158,2179000
2025-01-23,1.7000000476837158,1.7300000190734863,1.6699999570846558,1.7100000381469727,2694500
2025-01-24,1.7000000476837158,1.7899999618530273,1.6799999475479126,1.6799999475479126,2984400
2025-01-27,1.6799999475479126,1.7799999713897705,1.659999966621399,1.7400000095367432,3074600
2025-01-28,1.7400000095367432,1.8200000524520874,1.690000057220459,1.7899999618530273,4400700
2025-01-29,1.809999942779541,1.8700000047683716,1.7699999809265137,1.8300000429153442,2869500
2025-01-30,1.840000033378601,1.9500000476837158,1.840000033378601,1.9500000476837158,3646400
2025-01-31,1.9700000286102295,1.9900000095367432,1.9199999570846558,1.940000057220459,3790600
2025-02-03,1.9299999475479126,1.9299999475479126,1.809999942779541,1.8600000143051147,5354400
2025-02-04,1.8700000047683716,1.8799999952316284,1.8200000524520874,1.8600000143051147,1708300
2025-02-05,1.850000023841858,1.8700000047683716,1.7699999809265137,1.809999942779541,2386800
2025-02-06,1.8300000429153442,1.8300000429153442,1.7799999713897705,1.7799999713897705,1436200
2025-02-07,1.7899999618530273,1.809999942779541,1.7599999904632568,1.7599999904632568,1819400
2025-02-10,1.75,1.8899999856948853,1.75,1.7999999523162842,2719400
2025-02-11,1.7999999523162842,1.850000023841858,1.7899999618530273,1.7899999618530273,2227200
2025-02-12,1.7899999618530273,1.7999999523162842,1.6799999475479126,1.690000057220459,3446300
2025-02-13,1.690000057220459,1.7699999809265137,1.6299999952316284,1.7699999809265137,3781200
2025-02-14,1.7400000095367432,2.0199999809265137,1.7200000286102295,1.9700000286102295,6467900
2025-02-17,1.9700000286102295,2.180000066757202,1.9700000286102295,2.059999942779541,4920300
2025-02-18,2.059999942779541,2.109999895095825,2.009999990463257,2.049999952316284,3157200
2025-02-19,2.0,2.0399999618530273,1.9600000381469727,2.0199999809265137,2010900
2025-02-20,2.0199999809265137,2.130000114440918,2.009999990463257,2.009999990463257,3759900
2025-02-21,2.0199999809265137,2.059999942779541,1.9800000190734863,2.0299999713897705,1880300
2025-02-24,1.9700000286102295,2.009999990463257,1.9199999570846558,1.9199999570846558,2458000
2025-02-25,1.9199999570846558,1.9800000190734863,1.8899999856948853,1.899999976158142,1976600
2025-02-26,1.9299999475479126,1.940000057220459,1.8600000143051147,1.8700000047683716,1115000
2025-02-27,1.8799999952316284,1.899999976158142,1.7999999523162842,1.7999999523162842,2089100
2025-02-28,1.7999999523162842,1.8700000047683716,1.7699999809265137,1.7799999713897705,2457100
2025-03-05,1.7799999713897705,1.7899999618530273,1.6699999570846558,1.6799999475479126,2708300
2025-03-06,1.6699999570846558,1.8200000524520874,1.6699999570846558,1.7999999523162842,4371600
2025-03-07,1.7899999618530273,1.899999976158142,1.75,1.8700000047683716,2594600
2025-03-10,1.850000023841858,1.8600000143051147,1.7799999713897705,1.8200000524520874,2609200
2025-03-11,1.809999942779541,1.8200000524520874,1.75,1.7699999809265137,2529600
2025-03-12,1.7599999904632568,1.8200000524520874,1.7300000190734863,1.809999942779541,2226400
2025-03-13,1.7799999713897705,1.7999999523162842,1.75,1.7799999713897705,1186800
2025-03-14,1.7799999713897705,1.840000033378601,1.7200000286102295,1.7400000095367432,4843700
2025-03-17,1.7300000190734863,1.840000033378601,1.7200000286102295,1.8200000524520874,3185700
2025-03-18,1.8200000524520874,1.840000033378601,1.7699999809265137,1.8300000429153442,2063500
2025-03-19,1.8300000429153442,1.850000023841858,1.7899999618530273,1.809999942779541,2161800
2025-03-20,1.8200000524520874,1.850000023841858,1.7999999523162842,1.8300000429153442,2869700
2025-03-21,1.8300000429153442,1.840000033378601,1.7899999618530273,1.7899999618530273,1397600
2025-03-24,1.7899999618530273,1.8200000524520874,1.75,1.75,1124100
2025-03-25,1.75,1.8799999952316284,1.75,1.840000033378601,2718200
2025-03-26,1.8799999952316284,1.9600000381469727,1.8600000143051147,1.9299999475479126,2462800
2025-03-27,1.9199999570846558,2.0,1.899999976158142,1.909999966621399,1885600
2025-03-28,1.899999976158142,1.909999966621399,1.840000033378601,1.909999966621399,1379900
2025-03-31,1.909999966621399,1.909999966621399,1.8300000429153442,1.840000033378601,1384700
2025-04-01,1.8300000429153442,1.8899999856948853,1.8300000429153442,1.8300000429153442,1900900
2025-04-02,1.850000023841858,1.899999976158142,1.8200000524520874,1.8899999856948853,2144700
2025-04-03,1.8899999856948853,1.9299999475479126,1.8600000143051147,1.909999966621399,2365600
2025-04-04,1.8700000047683716,1.8799999952316284,1.7999999523162842,1.809999942779541,2253500
2025-04-07,1.7799999713897705,1.8300000429153442,1.7000000476837158,1.7999999523162842,2931900
2025-04-08,1.809999942779541,1.850000023841858,1.75,1.7699999809265137,2710800
2025-04-09,1.7599999904632568,1.9500000476837158,1.75,1.940000057220459,4674700
2025-04-10,1.9199999570846558,1.9500000476837158,1.8700000047683716,1.9299999475479126,2586500
2025-04-11,1.899999976158142,2.009999990463257,1.899999976158142,2.009999990463257,2702900
2025-04-14,2.009999990463257,2.049999952316284,1.9199999570846558,1.9299999475479126,2391200
2025-04-15,1.9700000286102295,2.009999990463257,1.9199999570846558,2.009999990463257,1695100
2025-04-16,1.9800000190734863,2.069999933242798,1.9600000381469727,1.9900000095367432,2857200
2025-04-17,1.9700000286102295,2.1600000858306885,1.9600000381469727,2.0999999046325684,3516900
2025-04-22,2.0799999237060547,2.140000104904175,2.069999933242798,2.109999895095825,2072800
2025-04-23,2.119999885559082,2.2799999713897705,2.119999885559082,2.180000066757202,4740900
2025-04-24,2.140000104904175,2.2799999713897705,2.130000114440918,2.2300000190734863,2817100
2025-04-25,2.200000047683716,2.2899999618530273,2.200000047683716,2.2300000190734863,1584800
2025-04-28,2.2100000381469727,2.2799999713897705,2.180000066757202,2.2300000190734863,1563900
2025-04-29,2.2100000381469727,2.25,2.140000104904175,2.140000104904175,2272700
2025-04-30,2.130000114440918,2.1700000762939453,2.0399999618530273,2.059999942779541,2004700
